"Timestamp","Calculated Flow with Offset","Compressor #1 Desire Flow SP For PID Murphy","Compressor #2 Desire Flow SP For PID Murphy","Compressor Flow Max Deadband","Derived Run Status","Fault Indication","Flow Status Mode","Hour Meter","Run Status Comp #1","Run Status Comp #2","Total Number Of Compressors","Total Number Of Wellheads","Well #1 Analog Output 1","Well #2 Analog Output 2","Well #3 Analog Output 3","Well #4 Analog Output 4","Wellhead #1 Calculated Desired Flow","Wellhead #1 Choke Flow Priority #","Wellhead #1 Choke Oil Priority #","Wellhead #1 Flow Running Status Percent","Wellhead #1 In Manual/Auto","Wellhead #1 Injection Differential Prs From Customer PLC","Wellhead #1 Injection Flow Rate From Customer PLC","Wellhead #1 Injection Static Pressure From Customer PLC","Wellhead #1 Injection Temp From Customer PLC","Wellhead #1 Max Flow Rate","Wellhead #1 PID Flow Release","WellHead #1 Running Status","Wellhead #1 Setpoint From Customer PLC","Wellhead #1 Yesterdays Total Flow","Wellhead #2 Calculated Desired Flow","Wellhead #2 Choke Flow Priority #","Wellhead #2 Choke Oil Priority #","Wellhead #2 Flow Running Status Percent","Wellhead #2 In Manual/Auto","Wellhead #2 Injection Differential Prs From Customer PLC","Wellhead #2 Injection Flow Rate From Customer PLC","Wellhead #2 Injection Static Pressure From Customer PLC","Wellhead #2 Injection Temp From Customer PLC","Wellhead #2 Max Flow Rate","Wellhead #2 PID Flow Release","Wellhead #2 PID Min Output","WellHead #2 Running Status","Wellhead #2 Setpoint From Customer PLC","Wellhead #2 Yesterdays Total Flow","Wellhead #3 Calculated Desired Flow","Wellhead #3 Choke Flow Priority #","Wellhead #3 Choke Oil Priority #","Wellhead #3 Flow Running Status Percent","Wellhead #3 In Manual/Auto","Wellhead #3 Injection Differential Prs From Customer PLC","Wellhead #3 Injection Flow Rate From Customer PLC","Wellhead #3 Injection Static Pressure From Customer PLC","Wellhead #3 Injection Temp From Customer PLC","Wellhead #3 Max Flow Rate","Wellhead #3 PID Flow Release","WellHead #3 Running Status","Wellhead #3 Setpoint From Customer PLC","Wellhead #3 Yesterdays Total Flow","Wellhead #4 Calculated Desired Flow","Wellhead #4 Choke Flow Priority #","Wellhead #4 Choke Oil Priority #","Wellhead #4 Flow Running Status Percent","Wellhead #4 In Manual/Auto","Wellhead #4 Injection Differential Prs From Customer PLC","Wellhead #4 Injection Flow Rate From Customer PLC","Wellhead #4 Injection Static Pressure From Customer PLC","Wellhead #4 Injection Temp From Customer PLC","Wellhead #4 Max Flow Rate","Wellhead #4 PID Flow Release","Wellhead #4 PID Min Output","Wellhead #4 Setpoint From Customer PLC","Wellhead #4 Yesterdays Total Flow"
"4/09/2026 07:53:33 AM","3237","","","","","Panel Reset/Standby","","5287","Running","Running","","","67","65","72","74","0.800","","","","","45","0.814","796","137","","","Online","1.000","0.822","0.800","","","","","45","0.817","796","136","","","","Online","0.750","0.822","0.800","","","","","49","0.848","796","137","","","Online","0.800","0.822","0.837","","","","","48","0.846","796","137","","","","0.800","0.857"
"4/09/2026 07:38:33 AM","3250","","","","","Panel Reset/Standby","","5287","Running","Running","","","66","64","71","74","0.810","","","","","45","0.825","819","137","","","Online","1.000","0.822","0.810","","","","","43","0.812","820","136","","","","Online","0.750","0.822","0.810","","","","","42","0.802","820","137","","","Online","0.800","0.822","0.890","","","","","51","0.884","821","136","","","","0.800","0.857"
"4/09/2026 07:23:33 AM","3290","","","","","Panel Reset/Standby","","5287","Running","Running","","","66","64","71","73","0.825","","","","","44","0.828","840","137","","","Online","1.000","0.822","0.825","","","","","43","0.824","839","136","","","","Online","0.750","0.822","0.825","","","","","43","0.824","840","136","","","Online","0.800","0.822","0.825","","","","","48","0.873","841","135","","","","0.800","0.857"
"4/09/2026 07:08:33 AM","3231","","","","","Panel Reset/Standby","","5287","Running","Running","","","67","65","72","74","0.800","","","","","45","0.823","800","136","","","Online","1.000","0.822","0.800","","","","","46","0.828","800","135","","","","Online","0.750","0.822","0.800","","","","","48","0.843","799","136","","","Online","0.800","0.822","0.823","","","","","49","0.853","800","135","","","","0.800","0.857"
"4/09/2026 06:53:33 AM","3340","","","","","Panel Reset/Standby","","5286","Running","Running","","","67","65","72","75","0.850","","","","","46","0.837","815","137","","","Online","1.000","0.822","0.850","","","","","47","0.845","814","136","","","","Online","0.750","0.822","0.850","","","","","49","0.860","815","136","","","Online","0.800","0.822","0.850","","","","","54","0.910","815","136","","","","0.800","0.857"
"4/09/2026 06:38:33 AM","3220","","","","","Panel Reset/Standby","","5286","Running","Running","","","66","64","71","73","0.815","","","","","43","0.817","839","137","","","Online","1.000","0.822","0.815","","","","","42","0.815","838","137","","","","Online","0.750","0.822","0.815","","","","","43","0.818","838","137","","","Online","0.800","0.822","0.815","","","","","45","0.846","838","137","","","","0.800","0.857"
"4/09/2026 06:23:33 AM","3300","","","","","Panel Reset/Standby","","5286","Running","Running","","","66","64","71","74","0.820","","","","","44","0.829","838","137","","","Online","1.000","0.822","0.820","","","","","44","0.829","838","136","","","","Online","0.750","0.822","0.820","","","","","44","0.832","838","137","","","Online","0.800","0.822","0.920","","","","","50","0.884","838","136","","","","0.800","0.857"
"4/09/2026 06:08:33 AM","3200","","","","","Panel Reset/Standby","","5286","Running","Running","","","66","64","71","73","0.830","","","","","43","0.818","832","137","","","Online","1.000","0.822","0.830","","","","","43","0.817","831","137","","","","Online","0.750","0.822","0.830","","","","","43","0.822","832","137","","","Online","0.800","0.822","0.850","","","","","46","0.844","831","137","","","","0.800","0.857"
"4/09/2026 05:53:33 AM","3210","","","","","Panel Reset/Standby","","5285","Running","Running","","","66","64","71","73","0.825","","","","","44","0.823","822","137","","","Online","1.000","0.822","0.825","","","","","44","0.818","822","136","","","","Online","0.750","0.822","0.825","","","","","45","0.830","822","137","","","Online","0.800","0.822","0.835","","","","","44","0.823","822","136","","","","0.800","0.857"
"4/09/2026 05:38:33 AM","3230","","","","","Panel Reset/Standby","","5285","Running","Running","","","67","65","72","75","0.845","","","","","46","0.827","808","138","","","Online","1.000","0.822","0.845","","","","","45","0.827","807","138","","","","Online","0.750","0.822","0.845","","","","","44","0.814","817","138","","","Online","0.800","0.822","0.875","","","","","50","0.876","816","138","","","","0.800","0.857"
"4/09/2026 05:23:33 AM","3300","","","","","Panel Reset/Standby","","5285","Running","Running","","","66","64","71","73","0.810","","","","","44","0.821","824","139","","","Online","1.000","0.822","0.810","","","","","43","0.814","823","139","","","","Online","0.750","0.822","0.810","","","","","41","0.793","824","139","","","Online","0.800","0.822","0.810","","","","","48","0.858","825","139","","","","0.800","0.857"
"4/09/2026 05:08:33 AM","3220","","","","","Panel Reset/Standby","","5285","Running","Running","","","67","65","72","74","0.855","","","","","46","0.828","807","138","","","Online","1.000","0.822","0.855","","","","","46","0.834","806","137","","","","Online","0.750","0.822","0.855","","","","","47","0.837","806","138","","","Online","0.800","0.822","0.875","","","","","48","0.850","806","138","","","","0.800","0.857"
"4/09/2026 04:53:33 AM","3200","","","","","Panel Reset/Standby","","5284","Running","Running","","","66","64","71","73","0.820","","","","","43","0.813","834","139","","","Online","1.000","0.822","0.820","","","","","43","0.814","834","139","","","","Online","0.750","0.822","0.820","","","","","42","0.808","834","139","","","Online","0.800","0.822","0.820","","","","","45","0.833","834","140","","","","0.800","0.857"
"4/09/2026 04:38:33 AM","3250","","","","","Panel Reset/Standby","","5284","Running","Running","","","66","64","71","73","0.810","","","","","44","0.821","831","139","","","Online","1.000","0.822","0.810","","","","","43","0.821","832","138","","","","Online","0.750","0.822","0.810","","","","","40","0.792","832","139","","","Online","0.800","0.822","0.810","","","","","46","0.844","833","139","","","","0.800","0.857"
"4/09/2026 04:23:33 AM","3320","","","","","Panel Reset/Standby","","5284","Running","Running","","","66","64","71","73","0.805","","","","","44","0.826","830","138","","","Online","1.000","0.822","0.805","","","","","44","0.823","830","137","","","","Online","0.750","0.822","0.805","","","","","46","0.843","821","137","","","Online","0.800","0.822","0.805","","","","","50","0.884","822","137","","","","0.800","0.857"
"4/09/2026 04:08:33 AM","3230","","","","","Panel Reset/Standby","","5284","Running","Running","","","66","64","71","73","0.845","","","","","44","0.822","829","137","","","Online","1.000","0.822","0.845","","","","","44","0.826","828","137","","","","Online","0.750","0.822","0.845","","","","","45","0.838","827","137","","","Online","0.800","0.822","0.875","","","","","47","0.854","827","137","","","","0.800","0.857"
"4/09/2026 03:53:33 AM","3380","","","","","Panel Reset/Standby","","5283","Running","Running","","","66","64","71","77","0.810","","","","","44","0.816","817","137","","","Online","1.000","0.822","0.810","","","","","43","0.809","818","137","","","","Online","0.750","0.822","0.810","","","","","43","0.813","818","137","","","Online","0.800","0.822","0.990","","","","","63","0.981","818","137","","","","0.800","0.857"
"4/09/2026 03:38:33 AM","3270","","","","","Panel Reset/Standby","","5283","Running","Running","","","66","64","71","74","0.825","","","","","43","0.825","842","138","","","Online","1.000","0.822","0.825","","","","","43","0.825","842","137","","","","Online","0.750","0.822","0.825","","","","","43","0.825","841","138","","","Online","0.800","0.822","0.935","","","","","51","0.891","842","138","","","","0.800","0.857"
"4/09/2026 03:23:33 AM","3285","","","","","Panel Reset/Standby","","5283","Running","Running","","","67","65","71","75","0.800","","","","","45","0.806","786","137","","","Online","1.000","0.822","0.800","","","","","44","0.805","786","136","","","","Online","0.750","0.822","0.800","","","","","45","0.817","785","137","","","Online","0.800","0.822","0.884","","","","","51","0.864","786","137","","","","0.800","0.857"
"4/09/2026 03:08:33 AM","3290","","","","","Panel Reset/Standby","","5283","Running","Running","","","67","64","72","74","0.800","","","","","44","0.806","793","137","","","Online","1.000","0.822","0.800","","","","","44","0.804","793","137","","","","Online","0.750","0.822","0.800","","","","","45","0.818","793","137","","","Online","0.800","0.822","0.890","","","","","48","0.841","793","137","","","","0.800","0.857"
"4/09/2026 02:53:33 AM","3210","","","","","Panel Reset/Standby","","5282","Running","Running","","","66","64","71","73","0.825","","","","","44","0.820","818","137","","","Online","1.000","0.822","0.825","","","","","44","0.817","818","136","","","","Online","0.750","0.822","0.825","","","","","41","0.797","818","136","","","Online","0.800","0.822","0.835","","","","","44","0.822","818","136","","","","0.800","0.857"
"4/09/2026 02:38:33 AM","3300","","","","","Panel Reset/Standby","","5282","Running","Running","","","66","64","71","74","0.805","","","","","45","0.825","819","137","","","Online","1.000","0.822","0.805","","","","","43","0.812","819","136","","","","Online","0.750","0.822","0.805","","","","","45","0.833","819","137","","","Online","0.800","0.822","0.805","","","","","50","0.873","820","137","","","","0.800","0.857"
"4/09/2026 02:23:33 AM","3220","","","","","Panel Reset/Standby","","5282","Running","Running","","","67","65","72","73","0.850","","","","","45","0.826","812","135","","","Online","1.000","0.822","0.850","","","","","46","0.832","811","135","","","","Online","0.750","0.822","0.850","","","","","46","0.834","810","135","","","Online","0.800","0.822","0.870","","","","","48","0.853","810","135","","","","0.800","0.857"
"4/09/2026 02:08:33 AM","3210","","","","","Panel Reset/Standby","","5282","Running","Running","","","66","64","71","73","0.810","","","","","44","0.818","818","136","","","Online","1.000","0.822","0.810","","","","","43","0.810","818","136","","","","Online","0.750","0.822","0.810","","","","","44","0.819","819","136","","","Online","0.800","0.822","0.810","","","","","44","0.822","819","135","","","","0.800","0.857"
"4/09/2026 01:53:33 AM","3280","","","","","Panel Reset/Standby","","5281","Running","Running","","","66","64","71","73","0.810","","","","","44","0.821","818","136","","","Online","1.000","0.822","0.810","","","","","43","0.814","818","136","","","","Online","0.750","0.822","0.810","","","","","44","0.817","819","136","","","Online","0.800","0.822","0.810","","","","","47","0.848","820","136","","","","0.800","0.857"
"4/09/2026 01:38:33 AM","3202","","","","","Panel Reset/Standby","","5281","Running","Running","","","67","65","72","73","0.800","","","","","45","0.825","809","137","","","Online","1.000","0.822","0.800","","","","","45","0.827","809","137","","","","Online","0.750","0.822","0.800","","","","","46","0.836","807","137","","","Online","0.800","0.822","0.800","","","","","47","0.841","808","137","","","","0.800","0.857"
"4/09/2026 01:23:33 AM","3270","","","","","Panel Reset/Standby","","5281","Running","Running","","","67","65","71","74","0.840","","","","","45","0.828","819","139","","","Online","1.000","0.822","0.840","","","","","45","0.828","818","138","","","","Online","0.750","0.822","0.840","","","","","45","0.824","818","138","","","Online","0.800","0.822","0.910","","","","","51","0.880","817","138","","","","0.800","0.857"
"4/09/2026 01:08:33 AM","3320","","","","","Panel Reset/Standby","","5281","Running","Running","","","66","64","71","75","0.805","","","","","45","0.823","824","141","","","Online","1.000","0.822","0.805","","","","","44","0.821","823","140","","","","Online","0.750","0.822","0.805","","","","","43","0.811","825","140","","","Online","0.800","0.822","0.935","","","","","54","0.909","825","140","","","","0.800","0.857"
"4/09/2026 12:53:33 AM","3310","","","","","Panel Reset/Standby","","5280","Running","Running","","","66","64","71","73","0.835","","","","","45","0.832","843","142","","","Online","1.000","0.822","0.835","","","","","45","0.835","843","141","","","","Online","0.750","0.822","0.835","","","","","47","0.858","843","141","","","Online","0.800","0.822","0.945","","","","","50","0.880","843","142","","","","0.800","0.857"
"4/09/2026 12:38:33 AM","3263","","","","","Panel Reset/Standby","","5280","Running","Running","","","67","65","71","74","0.800","","","","","46","0.817","793","140","","","Online","1.000","0.822","0.800","","","","","46","0.817","792","139","","","","Online","0.750","0.822","0.800","","","","","47","0.830","792","140","","","Online","0.800","0.822","0.841","","","","","50","0.855","791","140","","","","0.800","0.857"
"4/09/2026 12:23:33 AM","3330","","","","","Panel Reset/Standby","","5280","Running","Running","","","66","64","71","75","0.825","","","","","45","0.833","840","140","","","Online","1.000","0.822","0.825","","","","","44","0.826","840","139","","","","Online","0.750","0.822","0.825","","","","","46","0.852","840","140","","","Online","0.800","0.822","0.955","","","","","51","0.894","841","141","","","","0.800","0.857"
"4/09/2026 12:08:33 AM","3352","","","","","Panel Reset/Standby","","5280","Running","Running","","","67","64","71","74","0.800","","","","","46","0.825","809","141","","","Online","1.000","0.822","0.800","","","","","45","0.809","793","139","","","","Online","0.750","0.822","0.800","","","","","42","0.789","794","140","","","Online","0.800","0.822","0.963","","","","","48","0.839","795","140","","","","0.800","0.848"
"4/08/2026 11:53:33 PM","3340","","","","","Panel Reset/Standby","","5279","Running","Running","","","66","64","71","74","0.835","","","","","45","0.839","841","140","","","Online","1.000","0.820","0.835","","","","","45","0.836","840","139","","","","Online","0.750","0.820","0.835","","","","","46","0.844","840","140","","","Online","0.800","0.820","0.835","","","","","50","0.879","837","140","","","","0.800","0.848"
"4/08/2026 11:38:33 PM","3244","","","","","Panel Reset/Standby","","5279","Running","Running","","","67","64","72","74","0.800","","","","","45","0.813","802","140","","","Online","1.000","0.820","0.800","","","","","44","0.810","802","139","","","","Online","0.750","0.820","0.800","","","","","46","0.824","803","140","","","Online","0.800","0.820","0.866","","","","","49","0.856","806","140","","","","0.800","0.848"
"4/08/2026 11:23:33 PM","3277","","","","","Panel Reset/Standby","","5279","Running","Running","","","67","64","71","74","0.800","","","","","46","0.823","803","140","","","Online","1.000","0.820","0.800","","","","","45","0.820","804","140","","","","Online","0.750","0.820","0.800","","","","","48","0.841","805","140","","","Online","0.800","0.820","0.898","","","","","49","0.851","805","140","","","","0.800","0.848"
"4/08/2026 11:08:33 PM","3290","","","","","Panel Reset/Standby","","5279","Running","Running","","","66","64","71","73","0.825","","","","","45","0.829","835","141","","","Online","1.000","0.820","0.825","","","","","44","0.823","834","140","","","","Online","0.750","0.820","0.825","","","","","45","0.834","835","140","","","Online","0.800","0.820","0.915","","","","","49","0.870","835","140","","","","0.800","0.848"
"4/08/2026 10:53:33 PM","3280","","","","","Panel Reset/Standby","","5278","Running","Running","","","67","65","72","75","0.850","","","","","46","0.824","805","141","","","Online","1.000","0.820","0.850","","","","","46","0.831","804","139","","","","Online","0.750","0.820","0.850","","","","","47","0.837","804","140","","","Online","0.800","0.820","0.950","","","","","49","0.851","804","140","","","","0.800","0.848"
"4/08/2026 10:38:33 PM","3270","","","","","Panel Reset/Standby","","5278","Running","Running","","","66","64","71","73","0.810","","","","","44","0.822","831","142","","","Online","1.000","0.820","0.810","","","","","43","0.816","831","141","","","","Online","0.750","0.820","0.810","","","","","43","0.815","831","141","","","Online","0.800","0.820","0.880","","","","","48","0.846","831","142","","","","0.800","0.848"
"4/08/2026 10:23:33 PM","3262","","","","","Panel Reset/Standby","","5278","Running","Running","","","67","65","72","74","0.800","","","","","45","0.811","791","140","","","Online","1.000","0.820","0.800","","","","","45","0.810","791","139","","","","Online","0.750","0.820","0.800","","","","","43","0.793","791","140","","","Online","0.800","0.820","0.863","","","","","51","0.862","793","140","","","","0.800","0.848"
"4/08/2026 10:08:33 PM","3300","","","","","Panel Reset/Standby","","5278","Running","Running","","","67","64","71","74","0.840","","","","","45","0.835","833","142","","","Online","1.000","0.820","0.840","","","","","46","0.839","833","141","","","","Online","0.750","0.820","0.840","","","","","46","0.837","833","141","","","Online","0.800","0.820","0.840","","","","","47","0.853","833","142","","","","0.800","0.848"
"4/08/2026 09:53:33 PM","3210","","","","","Panel Reset/Standby","","5277","Running","Running","","","66","64","72","73","0.835","","","","","44","0.819","827","143","","","Online","1.000","0.820","0.835","","","","","44","0.821","826","141","","","","Online","0.750","0.820","0.835","","","","","43","0.810","826","142","","","Online","0.800","0.820","0.835","","","","","46","0.834","826","143","","","","0.800","0.848"
"4/08/2026 09:38:33 PM","3225","","","","","Panel Reset/Standby","","5277","Running","Running","","","68","65","72","74","0.800","","","","","48","0.835","805","145","","","Online","1.000","0.820","0.800","","","","","48","0.837","804","143","","","","Online","0.750","0.820","0.800","","","","","48","0.840","805","144","","","Online","0.800","0.820","0.825","","","","","50","0.860","804","145","","","","0.800","0.848"
"4/08/2026 09:23:33 PM","3230","","","","","Panel Reset/Standby","","5277","Running","Running","","","66","64","72","74","0.830","","","","","44","0.816","824","145","","","Online","1.000","0.820","0.830","","","","","44","0.810","822","144","","","","Online","0.750","0.820","0.830","","","","","46","0.835","822","144","","","Online","0.800","0.820","0.860","","","","","51","0.878","821","145","","","","0.800","0.848"
"4/08/2026 09:08:33 PM","3290","","","","","Panel Reset/Standby","","5277","Running","Running","","","66","64","71","73","0.810","","","","","45","0.821","825","146","","","Online","1.000","0.820","0.810","","","","","44","0.816","825","144","","","","Online","0.750","0.820","0.810","","","","","45","0.825","825","145","","","Online","0.800","0.820","0.810","","","","","47","0.846","825","146","","","","0.800","0.848"
"4/08/2026 08:53:33 PM","3220","","","","","Panel Reset/Standby","","5276","Running","Running","","","66","64","71","73","0.830","","","","","44","0.819","840","147","","","Online","1.000","0.820","0.830","","","","","44","0.820","840","145","","","","Online","0.750","0.820","0.830","","","","","43","0.812","839","146","","","Online","0.800","0.820","0.850","","","","","47","0.849","840","147","","","","0.800","0.848"
"4/08/2026 08:38:33 PM","3220","","","","","Panel Reset/Standby","","5276","Running","Running","","","67","65","72","73","0.850","","","","","45","0.825","834","147","","","Online","1.000","0.820","0.850","","","","","45","0.828","833","146","","","","Online","0.750","0.820","0.850","","","","","44","0.818","832","146","","","Online","0.800","0.820","0.870","","","","","48","0.851","832","147","","","","0.800","0.848"
"4/08/2026 08:23:33 PM","3230","","","","","Panel Reset/Standby","","5276","Running","Running","","","66","64","71","73","0.815","","","","","45","0.827","835","146","","","Online","1.000","0.820","0.815","","","","","43","0.816","835","144","","","","Online","0.750","0.820","0.815","","","","","43","0.814","835","145","","","Online","0.800","0.820","0.845","","","","","47","0.846","835","145","","","","0.800","0.848"
"4/08/2026 08:08:33 PM","3200","","","","","Panel Reset/Standby","","5276","Running","Running","","","66","64","71","73","0.820","","","","","44","0.820","826","144","","","Online","1.000","0.820","0.820","","","","","43","0.812","826","143","","","","Online","0.750","0.820","0.820","","","","","46","0.837","825","143","","","Online","0.800","0.820","0.840","","","","","44","0.822","826","143","","","","0.800","0.848"
"4/08/2026 07:53:33 PM","3230","","","","","Panel Reset/Standby","","5275","Running","Running","","","67","64","71","73","0.805","","","","","45","0.811","807","145","","","Online","1.000","0.820","0.805","","","","","44","0.809","807","144","","","","Online","0.750","0.820","0.805","","","","","42","0.791","807","144","","","Online","0.800","0.820","0.805","","","","","47","0.823","804","144","","","","0.800","0.848"
"4/08/2026 07:38:33 PM","3180","","","","","Panel Reset/Standby","","5275","Running","Running","","","66","64","71","72","0.825","","","","","45","0.824","821","144","","","Online","1.000","0.820","0.825","","","","","45","0.827","821","142","","","","Online","0.750","0.820","0.825","","","","","43","0.806","821","143","","","Online","0.800","0.820","0.805","","","","","43","0.805","821","143","","","","0.800","0.848"
"4/08/2026 07:23:33 PM","3190","","","","","Panel Reset/Standby","","5275","Running","Running","","","67","64","71","73","0.830","","","","","46","0.821","809","145","","","Online","1.000","0.820","0.830","","","","","46","0.826","809","144","","","","Online","0.750","0.820","0.830","","","","","47","0.833","809","144","","","Online","0.800","0.820","0.820","","","","","45","0.816","809","145","","","","0.800","0.848"
"4/08/2026 07:08:33 PM","3180","","","","","Panel Reset/Standby","","5275","Running","Running","","","67","64","72","72","0.830","","","","","46","0.823","811","145","","","Online","1.000","0.820","0.830","","","","","46","0.823","811","144","","","","Online","0.750","0.820","0.830","","","","","43","0.798","810","145","","","Online","0.800","0.820","0.800","","","","","44","0.805","810","145","","","","0.800","0.848"
"4/08/2026 06:53:33 PM","3310","","","","","Panel Reset/Standby","","5274","Running","Running","","","67","64","71","76","0.825","","","","","45","0.813","815","148","","","Online","1.000","0.820","0.825","","","","","45","0.816","815","147","","","","Online","0.750","0.820","0.825","","","","","44","0.808","815","147","","","Online","0.800","0.820","0.945","","","","","57","0.922","815","148","","","","0.800","0.848"
"4/08/2026 06:38:33 PM","3350","","","","","Panel Reset/Standby","","5274","Running","Running","","","67","64","71","76","0.845","","","","","47","0.839","832","148","","","Online","1.000","0.820","0.845","","","","","47","0.846","834","146","","","","Online","0.750","0.820","0.845","","","","","47","0.847","834","147","","","Online","0.800","0.820","0.985","","","","","57","0.927","834","147","","","","0.800","0.848"
"4/08/2026 06:23:33 PM","3210","","","","","Panel Reset/Standby","","5274","Running","Running","","","66","64","72","73","0.845","","","","","45","0.824","833","149","","","Online","1.000","0.820","0.845","","","","","45","0.828","831","147","","","","Online","0.750","0.820","0.845","","","","","48","0.850","831","148","","","Online","0.800","0.820","0.845","","","","","49","0.849","841","149","","","","0.800","0.848"
"4/08/2026 06:08:33 PM","3230","","","","","Panel Reset/Standby","","5274","Running","Running","","","66","64","71","73","0.830","","","","","44","0.816","827","148","","","Online","1.000","0.820","0.830","","","","","44","0.812","827","147","","","","Online","0.750","0.820","0.830","","","","","42","0.796","827","147","","","Online","0.800","0.820","0.860","","","","","48","0.851","827","148","","","","0.800","0.848"
"4/08/2026 05:53:33 PM","3236","","","","","Panel Reset/Standby","","5273","Running","Running","","","67","65","72","74","0.800","","","","","46","0.814","790","148","","","Online","1.000","0.820","0.800","","","","","46","0.811","790","147","","","","Online","0.750","0.820","0.800","","","","","47","0.816","790","148","","","Online","0.800","0.820","0.836","","","","","50","0.847","790","149","","","","0.800","0.848"
"4/08/2026 05:38:33 PM","3220","","","","","Panel Reset/Standby","","5273","Running","Running","","","66","64","71","73","0.830","","","","","44","0.821","838","148","","","Online","1.000","0.820","0.830","","","","","44","0.824","837","146","","","","Online","0.750","0.820","0.830","","","","","43","0.808","837","147","","","Online","0.800","0.820","0.860","","","","","49","0.863","836","148","","","","0.800","0.848"
"4/08/2026 05:23:33 PM","3330","","","","","Panel Reset/Standby","","5273","Running","Running","","","68","65","72","75","0.855","","","","","48","0.846","808","148","","","Online","1.000","0.820","0.855","","","","","49","0.852","808","146","","","","Online","0.750","0.820","0.855","","","","","49","0.849","807","147","","","Online","0.800","0.820","0.855","","","","","54","0.892","807","148","","","","0.800","0.848"
"4/08/2026 05:08:33 PM","3290","","","","","Panel Reset/Standby","","5273","Running","Running","","","66","64","71","73","0.830","","","","","45","0.827","835","148","","","Online","1.000","0.820","0.830","","","","","45","0.831","835","147","","","","Online","0.750","0.820","0.830","","","","","46","0.833","836","148","","","Online","0.800","0.820","0.920","","","","","47","0.839","830","149","","","","0.800","0.848"
"4/08/2026 04:53:33 PM","3260","","","","","Panel Reset/Standby","","5272","Running","Running","","","67","64","71","75","0.845","","","","","46","0.829","821","149","","","Online","1.000","0.820","0.845","","","","","46","0.825","819","147","","","","Online","0.750","0.820","0.845","","","","","46","0.826","819","148","","","Online","0.800","0.820","0.905","","","","","55","0.902","818","149","","","","0.800","0.848"
"4/08/2026 04:38:33 PM","3330","","","","","Panel Reset/Standby","","5272","Running","Running","","","66","64","71","75","0.825","","","","","46","0.829","829","148","","","Online","1.000","0.820","0.825","","","","","45","0.828","829","147","","","","Online","0.750","0.820","0.825","","","","","43","0.810","829","147","","","Online","0.800","0.820","0.955","","","","","55","0.914","830","148","","","","0.800","0.848"
"4/08/2026 04:23:33 PM","3250","","","","","Panel Reset/Standby","","5272","Running","Running","","","68","65","72","74","0.845","","","","","47","0.826","806","148","","","Online","1.000","0.820","0.845","","","","","47","0.834","806","146","","","","Online","0.750","0.820","0.845","","","","","49","0.847","805","147","","","Online","0.800","0.820","0.855","","","","","49","0.849","806","147","","","","0.800","0.848"
"4/08/2026 04:08:33 PM","3330","","","","","Panel Reset/Standby","","5272","Running","Running","","","67","64","71","74","0.835","","","","","45","0.821","824","149","","","Online","1.000","0.820","0.835","","","","","46","0.830","825","147","","","","Online","0.750","0.820","0.835","","","","","46","0.830","825","148","","","Online","0.800","0.820","0.965","","","","","48","0.849","826","148","","","","0.800","0.848"
"4/08/2026 03:53:33 PM","3310","","","","","Panel Reset/Standby","","5271","Running","Running","","","67","64","71","74","0.800","","","","","45","0.813","800","149","","","Online","1.000","0.820","0.800","","","","","45","0.806","789","147","","","","Online","0.750","0.820","0.800","","","","","47","0.822","790","147","","","Online","0.800","0.820","0.910","","","","","50","0.841","790","148","","","","0.800","0.848"
"4/08/2026 03:38:33 PM","3300","","","","","Panel Reset/Standby","","5271","Running","Running","","","66","64","71","73","0.815","","","","","45","0.826","835","149","","","Online","1.000","0.820","0.815","","","","","45","0.827","835","147","","","","Online","0.750","0.820","0.820","","","","","46","0.834","835","148","","","Online","0.800","0.820","0.920","","","","","50","0.872","835","148","","","","0.800","0.848"
"4/08/2026 03:23:33 PM","3210","","","","","Panel Reset/Standby","","5271","Running","Running","","","67","65","72","74","0.850","","","","","46","0.820","807","147","","","Online","1.000","0.820","0.850","","","","","47","0.828","807","146","","","","Online","0.750","0.820","0.850","","","","","46","0.826","807","146","","","Online","0.800","0.820","0.860","","","","","49","0.846","806","147","","","","0.800","0.848"
"4/08/2026 03:08:33 PM","3240","","","","","Panel Reset/Standby","","5271","Running","Running","","","67","64","72","73","0.840","","","","","46","0.829","830","150","","","Online","1.000","0.820","0.840","","","","","46","0.828","828","149","","","","Online","0.750","0.820","0.840","","","","","48","0.846","828","149","","","Online","0.800","0.820","0.840","","","","","49","0.860","827","150","","","","0.800","0.848"
"4/08/2026 02:53:33 PM","3322","","","","","Panel Reset/Standby","","5270","Running","Running","","","68","65","72","75","0.850","","","","","49","0.837","803","150","","","Online","1.000","0.820","0.850","","","","","48","0.839","803","148","","","","Online","0.750","0.820","0.850","","","","","51","0.862","802","148","","","Online","0.800","0.820","0.990","","","","","57","0.906","802","149","","","","0.800","0.848"
"4/08/2026 02:38:33 PM","3236","","","","","Panel Reset/Standby","","5270","Running","Running","","","67","64","71","75","0.800","","","","","45","0.807","800","149","","","Online","1.000","0.820","0.800","","","","","45","0.807","799","148","","","","Online","0.750","0.820","0.800","","","","","43","0.793","800","148","","","Online","0.800","0.820","0.838","","","","","55","0.892","800","148","","","","0.800","0.848"
